file_idx,file_number,detail,budget,company,materials,title,description,content
606,07- (8),Component,0.00,THE ENGINEER,Aluminum Alloys,노른자피더 PART02,"Plate (플레이트, 판재)","노른자피더 파트02 Plate (플레이트, 판재) Yolk Feeder PART02"
607,07- (9),Component,"39,000.00",THE ENGINEER,Aluminum Alloys,노른자피더 PART01,"Plate (플레이트, 판재)","노른자피더 파트01 Plate (플레이트, 판재) Yolk Feeder PART01"
608,07- (10),Assembly,"25,000,000.00",THE ENGINEER,Ass'Y,흰자주입기 PART22,Assembly (조립품),흰자주입기 파트22 Assembly (조립품) Egg White Injector PART22
609,07- (11),Component,0.00,THE ENGINEER,Aluminum Alloys,흰자주입기 PART20,"Plate (플레이트, 판재)","흰자주입기 파트20 Plate (플레이트, 판재) Egg White Injector PART20"
610,07- (12),Component,"38,500.00",THE ENGINEER,Aluminum Alloys,흰자주입기 PART20,"Plate (플레이트, 판재)","흰자주입기 파트20 Plate (플레이트, 판재) Egg White Injector PART20"
611,07- (13),Component,0.00,THE ENGINEER,Composite Materials,흰자주입기 PART19,"Plate (플레이트, 판재)","흰자주입기 파트19 Plate (플레이트, 판재) Egg White Injector PART19"
612,07- (14),Component,0.00,THE ENGINEER,Composite Materials,흰자주입기 PART18,"Cover (커버, 덮개)","흰자주입기 파트18 Cover (커버, 덮개) Egg White Injector PART18"
613,07- (15),Component,0.00,THE ENGINEER,Aluminum Alloys,흰자주입기 PART17,"Bracket (브라켓, 지지대)","흰자주입기 파트17 Bracket (브라켓, 지지대) Egg White Injector PART17"
614,07- (16),Component,"14,000.00",THE ENGINEER,Aluminum Alloys,흰자주입기 PART16,"Bracket (브라켓, 지지대)","흰자주입기 파트16 Bracket (브라켓, 지지대) Egg White Injector PART16"
615,07- (17),Component,0.00,THE ENGINEER,Aluminum Alloys,흰자주입기 PART15,"Guide (가이드, 안내부품)","흰자주입기 파트15 Guide (가이드, 안내부품) Egg White Injector PART15"
616,07- (18),Component,"6,000.00",THE ENGINEER,Aluminum Alloys,흰자주입기 PART14,"Plate (플레이트, 판재)","흰자주입기 파트14 Plate (플레이트, 판재) Egg White Injector PART14"
617,07- (19),Component,"13,000.00",THE ENGINEER,Aluminum Alloys,노른자피터 PART10,"Plate (플레이트, 판재)","노른자피터 파트10 Plate (플레이트, 판재) Yolk Feeder PART10"
618,07- (20),Component,"6,000.00",THE ENGINEER,Tefron,인하대 실험기기 업다운 스테이지,"Plate (플레이트, 판재)","인하대 실험기기 업다운 스테이지 Plate (플레이트, 판재) Inha University Experimental Equipment Vertical Stage"
619,07- (21),Component,"13,000.00",THE ENGINEER,Aluminum Alloys,인하대 실험기기 업다운 스테이지,"Guide (가이드, 안내부품)","인하대 실험기기 업다운 스테이지 Guide (가이드, 안내부품) Inha University Experimental Equipment Vertical Stage"
620,07- (23),Component,"14,000.00",THE ENGINEER,Aluminum Alloys,인하대 실험기기 업다운 스테이지,"Plate (플레이트, 판재)","인하대 실험기기 업다운 스테이지 Plate (플레이트, 판재) Inha University Experimental Equipment Vertical Stage"
621,07- (24),Component,"19,000.00",THE ENGINEER,Aluminum Alloys,인하대 실험기기 업다운 스테이지,"Plate (플레이트, 판재)","인하대 실험기기 업다운 스테이지 Plate (플레이트, 판재) Inha University Experimental Equipment Vertical Stage"
622,07- (25),Component,"6,000.00",THE ENGINEER,Tefron,인하대 실험기기 업다운 스테이지,"Plate (플레이트, 판재)","인하대 실험기기 업다운 스테이지 Plate (플레이트, 판재) Inha University Experimental Equipment Vertical Stage"
623,07- (27),Component,"10,000.00",THE ENGINEER,Aluminum Alloys,인하대 실험기기 업다운 스테이지,"Plate (플레이트, 판재)","인하대 실험기기 업다운 스테이지 Plate (플레이트, 판재) Inha University Experimental Equipment Vertical Stage"
624,07- (28),Assembly,0.00,THE ENGINEER,Ass'Y,인하대 실험기기 업다운 스테이지,Assembly (조립품),인하대 실험기기 업다운 스테이지 Assembly (조립품) Inha University Experimental Equipment Vertical Stage
625,07- (29),Assembly,"30,000,000.00",THE ENGINEER,Ass'Y,노른자피더 PART21,Assembly (조립품),노른자피더 파트21 Assembly (조립품) Yolk Feeder PART21
626,07- (30),Component,0.00,THE ENGINEER,Polycarbonate,노른자피더 PART20,"Cover (커버, 덮개)","노른자피더 파트20 Cover (커버, 덮개) Yolk Feeder PART20"
627,07- (31),Component,"4,000.00",THE ENGINEER,Aluminum Alloys,노른자피더 PART19,"Fix/Adjust (고정부품, 조정부품)","노른자피더 파트19 Fix/Adjust (고정부품, 조정부품) Yolk Feeder PART19"
628,07- (32),Component,"4,000.00",THE ENGINEER,Aluminum Alloys,노른자피더 PART18,"Fix/Adjust (고정부품, 조정부품)","노른자피더 파트18 Fix/Adjust (고정부품, 조정부품) Yolk Feeder PART18"
629,07- (33),Component,"10,000.00",THE ENGINEER,Aluminum Alloys,노른자피더 PART17,"Fix/Adjust (고정부품, 조정부품)","노른자피더 파트17 Fix/Adjust (고정부품, 조정부품) Yolk Feeder PART17"
630,07- (34),Component,"5,000.00",THE ENGINEER,Aluminum Alloys,노른자피더 PART16,"Fix/Adjust (고정부품, 조정부품)","노른자피더 파트16 Fix/Adjust (고정부품, 조정부품) Yolk Feeder PART16"
631,07- (35),Component,"2,000.00",THE ENGINEER,Aluminum Alloys,노른자피더 PART15,"Fix/Adjust (고정부품, 조정부품)","노른자피더 파트15 Fix/Adjust (고정부품, 조정부품) Yolk Feeder PART15"
632,07- (36),Component,"3,000.00",THE ENGINEER,Aluminum Alloys,노른자피더 PART14,"Fix/Adjust (고정부품, 조정부품)","노른자피더 파트14 Fix/Adjust (고정부품, 조정부품) Yolk Feeder PART14"
633,07- (37),Component,"3,000.00",THE ENGINEER,Aluminum Alloys,노른자피더 PART13,"Fix/Adjust (고정부품, 조정부품)","노른자피더 파트13 Fix/Adjust (고정부품, 조정부품) Yolk Feeder PART13"
634,07- (38),Component,"6,000.00",THE ENGINEER,Aluminum Alloys,노른자피더 PART12,"Fix/Adjust (고정부품, 조정부품)","노른자피더 파트12 Fix/Adjust (고정부품, 조정부품) Yolk Feeder PART12"
635,07- (39),Component,0.00,THE ENGINEER,Aluminum Alloys,노른자피더 PART11,"Fix/Adjust (고정부품, 조정부품)","노른자피더 파트11 Fix/Adjust (고정부품, 조정부품) Yolk Feeder PART11"
636,07- (40),Component,"18,000.00",THE ENGINEER,Aluminum Alloys,인하대 실험기기 업다운 스테이지,Support ( 지지대 / 서포트),인하대 실험기기 업다운 스테이지 Support ( 지지대 / 서포트) Inha University Experimental Equipment Vertical Stage
637,밴딩기-(1),Component,0.00,DAEHAN TECH CO. Ltd,ESD PC,T-BENDING MP LINE,"Cover (커버, 덮개)","티 벤딩 MP 라인 Cover (커버, 덮개) T-BENDING MP LINE"
638,밴딩기-(2),Component,"140,000.00",DAEHAN TECH CO. Ltd,Structural Steels,T-BENDING MP BENDING#1,"Plate (플레이트, 판재)","티 벤딩 MP 벤딩#1 Plate (플레이트, 판재) T-BENDING MP BENDING#1"
639,밴딩기-(3),Component,0.00,DAEHAN TECH CO. Ltd,Structural Steels,T-BENDING MP BENDING#1,"Bracket (브라켓, 지지대)","티 벤딩 MP 벤딩#1 Bracket (브라켓, 지지대) T-BENDING MP BENDING#1"
640,밴딩기-(4),Component,"56,000.00",DAEHAN TECH CO. Ltd,Stainless Steels,T-BENDING MP BENDING#1,Nut (너트),티 벤딩 MP 벤딩#1 Nut (너트) T-BENDING MP BENDING#1
641,밴딩기-(5),Component,0.00,DAEHAN TECH CO. Ltd,Structural Steels,T-BENDING MP BENDING#1,"Bracket (브라켓, 지지대)","티 벤딩 MP 벤딩#1 Bracket (브라켓, 지지대) T-BENDING MP BENDING#1"
642,밴딩기-(6),Component,0.00,DAEHAN TECH CO. Ltd,Structural Steels,T-BENDING MP BENDING#1,Sensor (센서),티 벤딩 MP 벤딩#1 Sensor (센서) T-BENDING MP BENDING#1
643,밴딩기-(7),Component,0.00,DAEHAN TECH CO. Ltd,Structural Steels,T-BENDING MP BENDING#1,Sensor (센서),티 벤딩 MP 벤딩#1 Sensor (센서) T-BENDING MP BENDING#1
644,밴딩기-(8),Component,0.00,DAEHAN TECH CO. Ltd,Structural Steels,T-BENDING MP BENDING#1,"Bracket (브라켓, 지지대)","티 벤딩 MP 벤딩#1 Bracket (브라켓, 지지대) T-BENDING MP BENDING#1"
645,밴딩기-(9),Component,0.00,DAEHAN TECH CO. Ltd,Structural Steels,T-BENDING MP BENDING#1,"Cover (커버, 덮개)","티 벤딩 MP 벤딩#1 Cover (커버, 덮개) T-BENDING MP BENDING#1"
646,밴딩기-(10),Component,0.00,DAEHAN TECH CO. Ltd,Structural Steels,T-BENDING MP BENDING#1,"Cover (커버, 덮개)","티 벤딩 MP 벤딩#1 Cover (커버, 덮개) T-BENDING MP BENDING#1"
647,밴딩기-(11),Component,0.00,DAEHAN TECH CO. Ltd,Structural Steels,T-BENDING MP BENDING#1,"Cover (커버, 덮개)","티 벤딩 MP 벤딩#1 Cover (커버, 덮개) T-BENDING MP BENDING#1"
648,밴딩기-(12),Component,"994,000.00",DAEHAN TECH CO. Ltd,Aluminum Alloys,T-BENDING MP BENDING#1,Robot (로봇),티 벤딩 MP 벤딩#1 Robot (로봇) T-BENDING MP BENDING#1
649,밴딩기-(13),Component,0.00,DAEHAN TECH CO. Ltd,Aluminum Alloys,T-BENDING MP BENDING#1,"Base (블록,덩어리)","티 벤딩 MP 벤딩#1 Base (블록,덩어리) T-BENDING MP BENDING#1"
650,밴딩기-(14),Component,0.00,DAEHAN TECH CO. Ltd,Aluminum Alloys,T-BENDING MP BENDING#1,"Base (블록,덩어리)","티 벤딩 MP 벤딩#1 Base (블록,덩어리) T-BENDING MP BENDING#1"
651,밴딩기-(15),Component,0.00,DAEHAN TECH CO. Ltd,Aluminum Alloys,T-BENDING MP BENDING#1,"Base (블록,덩어리)","티 벤딩 MP 벤딩#1 Base (블록,덩어리) T-BENDING MP BENDING#1"
652,밴딩기-(16),Component,0.00,DAEHAN TECH CO. Ltd,Aluminum Alloys,T-BENDING MP BENDING#1,Support ( 지지대 / 서포트),티 벤딩 MP 벤딩#1 Support ( 지지대 / 서포트) T-BENDING MP BENDING#1
653,밴딩기-(17),Component,0.00,DAEHAN TECH CO. Ltd,Aluminum Alloys,T-BENDING MP BENDING#1,Support ( 지지대 / 서포트),티 벤딩 MP 벤딩#1 Support ( 지지대 / 서포트) T-BENDING MP BENDING#1
654,밴딩기-(18),Component,0.00,DAEHAN TECH CO. Ltd,Aluminum Alloys,T-BENDING MP BENDING#1,Support ( 지지대 / 서포트),티 벤딩 MP 벤딩#1 Support ( 지지대 / 서포트) T-BENDING MP BENDING#1
655,밴딩기-(19),Component,"1,120,000.00",DAEHAN TECH CO. Ltd,Structural Steels,T-BENDING MP BENDING#1,Support ( 지지대 / 서포트),티 벤딩 MP 벤딩#1 Support ( 지지대 / 서포트) T-BENDING MP BENDING#1
656,밴딩기-(20),Component,"224,000.00",DAEHAN TECH CO. Ltd,Aluminum Alloys,T-BENDING MP BENDING#1,"Block (블록, 덩어리)","티 벤딩 MP 벤딩#1 Block (블록, 덩어리) T-BENDING MP BENDING#1"
657,밴딩기-(21),Component,0.00,DAEHAN TECH CO. Ltd,Aluminum Alloys,T-BENDING MP BENDING#1,Support ( 지지대 / 서포트),티 벤딩 MP 벤딩#1 Support ( 지지대 / 서포트) T-BENDING MP BENDING#1
658,밴딩기-(22),Component,0.00,DAEHAN TECH CO. Ltd,Carbon Steels,T-BENDING MP BENDING#1,Support ( 지지대 / 서포트),티 벤딩 MP 벤딩#1 Support ( 지지대 / 서포트) T-BENDING MP BENDING#1
659,밴딩기-(23),Component,0.00,DAEHAN TECH CO. Ltd,Carbon Steels,T-BENDING MP BENDING#1,Support ( 지지대 / 서포트),티 벤딩 MP 벤딩#1 Support ( 지지대 / 서포트) T-BENDING MP BENDING#1
660,밴딩기-(24),Component,"28,000.00",DAEHAN TECH CO. Ltd,Structural Steels,T-BENDING MP T-BONDING,"Cover (커버, 덮개)","티 벤딩 MP 티 본딩 접합 Cover (커버, 덮개) T-BENDING MP T-BONDING"
661,밴딩기-(25),Component,0.00,DAEHAN TECH CO. Ltd,Structural Steels,T-BENDING MP T-BONDING,"Bracket (브라켓, 지지대)","티 벤딩 MP 티 본딩 접합 Bracket (브라켓, 지지대) T-BENDING MP T-BONDING"
662,밴딩기-(26),Component,"154,000.00",DAEHAN TECH CO. Ltd,Aluminum Alloys,T-BENDING MP T-BONDING,"Plate (플레이트, 판재)","티 벤딩 MP 티 본딩 접합 Plate (플레이트, 판재) T-BENDING MP T-BONDING"
663,밴딩기-(27),Component,0.00,DAEHAN TECH CO. Ltd,Aluminum Alloys,T-BENDING MP T-BONDING,"Plate (플레이트, 판재)","티 벤딩 MP 티 본딩 접합 Plate (플레이트, 판재) T-BENDING MP T-BONDING"
664,밴딩기-(28),Component,0.00,DAEHAN TECH CO. Ltd,Aluminum Alloys,T-BENDING MP T-BONDING,"Plate (플레이트, 판재)","티 벤딩 MP 티 본딩 접합 Plate (플레이트, 판재) T-BENDING MP T-BONDING"
665,밴딩기-(29),Component,0.00,DAEHAN TECH CO. Ltd,Aluminum Alloys,T-BENDING MP T-BONDING,"Plate (플레이트, 판재)","티 벤딩 MP 티 본딩 접합 Plate (플레이트, 판재) T-BENDING MP T-BONDING"
666,밴딩기-(30),Component,0.00,DAEHAN TECH CO. Ltd,Aluminum Alloys,T-BENDING MP T-BONDING,"Plate (플레이트, 판재)","티 벤딩 MP 티 본딩 접합 Plate (플레이트, 판재) T-BENDING MP T-BONDING"
667,밴딩기-(31),Component,0.00,DAEHAN TECH CO. Ltd,Aluminum Alloys,T-BENDING MP T-BONDING,"Cover (커버, 덮개)","티 벤딩 MP 티 본딩 접합 Cover (커버, 덮개) T-BENDING MP T-BONDING"
668,밴딩기-(32),Component,0.00,DAEHAN TECH CO. Ltd,Aluminum Alloys,T-BENDING MP T-BONDING,Support ( 지지대 / 서포트),티 벤딩 MP 티 본딩 접합 Support ( 지지대 / 서포트) T-BENDING MP T-BONDING
669,밴딩기-(33),Component,0.00,DAEHAN TECH CO. Ltd,Aluminum Alloys,T-BENDING MP T-BONDING,"Fix/Adjust (고정부품, 조정부품)","티 벤딩 MP 티 본딩 접합 Fix/Adjust (고정부품, 조정부품) T-BENDING MP T-BONDING"
670,밴딩기-(34),Component,0.00,DAEHAN TECH CO. Ltd,Aluminum Alloys,T-BENDING MP T-BONDING,Support ( 지지대 / 서포트),티 벤딩 MP 티 본딩 접합 Support ( 지지대 / 서포트) T-BENDING MP T-BONDING
671,밴딩기-(35),Component,"126,000.00",DAEHAN TECH CO. Ltd,Aluminum Alloys,T-BENDING MP BENDING VISION,"Cover (커버, 덮개)","티 벤딩 MP 벤딩 비전 비젼 Cover (커버, 덮개) T-BENDING MP BENDING VISION"
672,밴딩기-(36),Component,0.00,DAEHAN TECH CO. Ltd,Aluminum Alloys,T-BENDING MP BENDING VISION,"Cover (커버, 덮개)","티 벤딩 MP 벤딩 비전 비젼 Cover (커버, 덮개) T-BENDING MP BENDING VISION"
673,밴딩기-(37),Component,0.00,DAEHAN TECH CO. Ltd,Aluminum Alloys,T-BENDING MP BENDING VISION,"Cover (커버, 덮개)","티 벤딩 MP 벤딩 비전 비젼 Cover (커버, 덮개) T-BENDING MP BENDING VISION"
674,밴딩기-(38),Component,0.00,DAEHAN TECH CO. Ltd,Aluminum Alloys,T-BENDING MP BENDING VISION,"Cover (커버, 덮개)","티 벤딩 MP 벤딩 비전 비젼 Cover (커버, 덮개) T-BENDING MP BENDING VISION"
675,밴딩기-(39),Component,0.00,DAEHAN TECH CO. Ltd,Stainless Steels,T-BENDING MP BENDING VISION,"Fix/Adjust (고정부품, 조정부품)","티 벤딩 MP 벤딩 비전 비젼 Fix/Adjust (고정부품, 조정부품) T-BENDING MP BENDING VISION"
676,밴딩기-(40),Component,0.00,DAEHAN TECH CO. Ltd,Structural Steels,T-BENDING MP BENDING VISION,"Bracket (브라켓, 지지대)","티 벤딩 MP 벤딩 비전 비젼 Bracket (브라켓, 지지대) T-BENDING MP BENDING VISION"
677,밴딩기-(41),Component,0.00,DAEHAN TECH CO. Ltd,Structural Steels,T-BENDING MP BENDING VISION,"Bracket (브라켓, 지지대)","티 벤딩 MP 벤딩 비전 비젼 Bracket (브라켓, 지지대) T-BENDING MP BENDING VISION"
678,밴딩기-(42),Component,0.00,DAEHAN TECH CO. Ltd,Structural Steels,T-BENDING MP BENDING VISION,"Bracket (브라켓, 지지대)","티 벤딩 MP 벤딩 비전 비젼 Bracket (브라켓, 지지대) T-BENDING MP BENDING VISION"
679,밴딩기-(43),Component,0.00,DAEHAN TECH CO. Ltd,Structural Steels,T-BENDING MP BENDING VISION,"Cover (커버, 덮개)","티 벤딩 MP 벤딩 비전 비젼 Cover (커버, 덮개) T-BENDING MP BENDING VISION"
680,밴딩기-(44),Component,0.00,DAEHAN TECH CO. Ltd,Structural Steels,T-BENDING MP BENDING VISION,"Bracket (브라켓, 지지대)","티 벤딩 MP 벤딩 비전 비젼 Bracket (브라켓, 지지대) T-BENDING MP BENDING VISION"
681,밴딩기-(45),Component,0.00,DAEHAN TECH CO. Ltd,Structural Steels,T-BENDING MP BENDING VISION,"Cover (커버, 덮개)","티 벤딩 MP 벤딩 비전 비젼 Cover (커버, 덮개) T-BENDING MP BENDING VISION"
682,밴딩기-(46),Component,"168,000.00",DAEHAN TECH CO. Ltd,Aluminum Alloys,T-BENDING MP BENDING VISION,"Cover (커버, 덮개)","티 벤딩 MP 벤딩 비전 비젼 Cover (커버, 덮개) T-BENDING MP BENDING VISION"
683,밴딩기-(47),Component,0.00,DAEHAN TECH CO. Ltd,Aluminum Alloys,T-BENDING MP BENDING VISION,Robot (로봇),티 벤딩 MP 벤딩 비전 비젼 Robot (로봇) T-BENDING MP BENDING VISION
684,밴딩기-(48),Component,0.00,DAEHAN TECH CO. Ltd,Aluminum Alloys,T-BENDING MP BENDING VISION,"Fix/Adjust (고정부품, 조정부품)","티 벤딩 MP 벤딩 비전 비젼 Fix/Adjust (고정부품, 조정부품) T-BENDING MP BENDING VISION"
685,밴딩기-(49),Component,0.00,DAEHAN TECH CO. Ltd,Aluminum Alloys,T-BENDING MP BENDING VISION,"Plate (플레이트, 판재)","티 벤딩 MP 벤딩 비전 비젼 Plate (플레이트, 판재) T-BENDING MP BENDING VISION"
686,밴딩기-(50),Component,0.00,DAEHAN TECH CO. Ltd,Aluminum Alloys,T-BENDING MP BENDING VISION,"Plate (플레이트, 판재)","티 벤딩 MP 벤딩 비전 비젼 Plate (플레이트, 판재) T-BENDING MP BENDING VISION"
687,밴딩기-(51),Component,0.00,DAEHAN TECH CO. Ltd,Aluminum Alloys,T-BENDING MP BENDING VISION,"Base (블록,덩어리)","티 벤딩 MP 벤딩 비전 비젼 Base (블록,덩어리) T-BENDING MP BENDING VISION"
688,밴딩기-(52),Component,0.00,DAEHAN TECH CO. Ltd,Aluminum Alloys,T-BENDING MP BENDING VISION,"Plate (플레이트, 판재)","티 벤딩 MP 벤딩 비전 비젼 Plate (플레이트, 판재) T-BENDING MP BENDING VISION"
689,밴딩기-(53),Component,0.00,DAEHAN TECH CO. Ltd,Aluminum Alloys,T-BENDING MP BENDING VISION,"Plate (플레이트, 판재)","티 벤딩 MP 벤딩 비전 비젼 Plate (플레이트, 판재) T-BENDING MP BENDING VISION"
690,밴딩기-(54),Component,0.00,DAEHAN TECH CO. Ltd,Aluminum Alloys,T-BENDING MP BENDING VISION,"Bracket (브라켓, 지지대)","티 벤딩 MP 벤딩 비전 비젼 Bracket (브라켓, 지지대) T-BENDING MP BENDING VISION"
691,밴딩기-(55),Component,0.00,DAEHAN TECH CO. Ltd,Aluminum Alloys,T-BENDING MP BENDING VISION,"Bracket (브라켓, 지지대)","티 벤딩 MP 벤딩 비전 비젼 Bracket (브라켓, 지지대) T-BENDING MP BENDING VISION"
692,밴딩기-(56),Component,0.00,DAEHAN TECH CO. Ltd,Aluminum Alloys,T-BENDING MP BENDING VISION,"Plate (플레이트, 판재)","티 벤딩 MP 벤딩 비전 비젼 Plate (플레이트, 판재) T-BENDING MP BENDING VISION"
693,밴딩기-(57),Component,0.00,DAEHAN TECH CO. Ltd,Aluminum Alloys,T-BENDING MP BENDING VISION,"Plate (플레이트, 판재)","티 벤딩 MP 벤딩 비전 비젼 Plate (플레이트, 판재) T-BENDING MP BENDING VISION"
694,밴딩기-(58),Component,0.00,DAEHAN TECH CO. Ltd,Aluminum Alloys,T-BENDING MP BENDING VISION,"Bracket (브라켓, 지지대)","티 벤딩 MP 벤딩 비전 비젼 Bracket (브라켓, 지지대) T-BENDING MP BENDING VISION"
695,밴딩기-(59),Component,0.00,DAEHAN TECH CO. Ltd,etc,T-BENDING MP BENDING VISION,"Pad (패드, 받침)","티 벤딩 MP 벤딩 비전 비젼 Pad (패드, 받침) T-BENDING MP BENDING VISION"
696,밴딩기-(60),Component,0.00,DAEHAN TECH CO. Ltd,Aluminum Alloys,T-BENDING MP BENDING VISION,"Profile (프로파일, 단면)","티 벤딩 MP 벤딩 비전 비젼 Profile (프로파일, 단면) T-BENDING MP BENDING VISION"
697,밴딩기-(61),Component,0.00,DAEHAN TECH CO. Ltd,Aluminum Alloys,T-BENDING MP BENDING VISION,"Frame (프레임, 골격, 틀)","티 벤딩 MP 벤딩 비전 비젼 Frame (프레임, 골격, 틀) T-BENDING MP BENDING VISION"
698,밴딩기-(62),Component,"280,000.00",DAEHAN TECH CO. Ltd,etc,T-BENDING MP BENDING VISION,"Door (문)/Cover (커버, 덮개)","티 벤딩 MP 벤딩 비전 비젼 Door (문)/Cover (커버, 덮개) T-BENDING MP BENDING VISION"
699,밴딩기-(63),Component,0.00,DAEHAN TECH CO. Ltd,etc,T-BENDING MP BENDING VISION,"Door (문)/Cover (커버, 덮개)","티 벤딩 MP 벤딩 비전 비젼 Door (문)/Cover (커버, 덮개) T-BENDING MP BENDING VISION"
700,밴딩기-(64),Component,"567,000.00",DAEHAN TECH CO. Ltd,Aluminum Alloys,T-BENDING MP BENDING VISION,"Frame (프레임, 골격, 틀)","티 벤딩 MP 벤딩 비전 비젼 Frame (프레임, 골격, 틀) T-BENDING MP BENDING VISION"
701,밴딩기-(65),Component,"336,000.00",DAEHAN TECH CO. Ltd,Aluminum Alloys,T-BENDING MP BENDING VISION,Support ( 지지대 / 서포트),티 벤딩 MP 벤딩 비전 비젼 Support ( 지지대 / 서포트) T-BENDING MP BENDING VISION
702,밴딩기-(66),Assembly,0.00,DAEHAN TECH CO. Ltd,,T-BENDING MP INDEX,"Block (블록, 덩어리) ","티 벤딩 MP 인덱스 Block (블록, 덩어리)  T-BENDING MP INDEX"
703,밴딩기-(67),Component,0.00,DAEHAN TECH CO. Ltd,Structural Steels,T-BENDING MP INDEX,"Bracket (브라켓, 지지대)","티 벤딩 MP 인덱스 Bracket (브라켓, 지지대) T-BENDING MP INDEX"
704,밴딩기-(68),Component,0.00,DAEHAN TECH CO. Ltd,Stainless Steels,T-BENDING MP INDEX,"Plate (플레이트, 판재)","티 벤딩 MP 인덱스 Plate (플레이트, 판재) T-BENDING MP INDEX"
705,밴딩기-(69),Component,0.00,DAEHAN TECH CO. Ltd,Structural Steels,T-BENDING MP INDEX,"Cover (커버, 덮개)","티 벤딩 MP 인덱스 Cover (커버, 덮개) T-BENDING MP INDEX"
706,밴딩기-(70),Component,0.00,DAEHAN TECH CO. Ltd,Structural Steels,T-BENDING MP INDEX,"Cover (커버, 덮개)","티 벤딩 MP 인덱스 Cover (커버, 덮개) T-BENDING MP INDEX"
707,밴딩기-(71),Component,0.00,DAEHAN TECH CO. Ltd,Structural Steels,T-BENDING MP INDEX,"Cover (커버, 덮개)","티 벤딩 MP 인덱스 Cover (커버, 덮개) T-BENDING MP INDEX"
708,밴딩기-(72),Component,"2,072,000.00",DAEHAN TECH CO. Ltd,Aluminum Alloys,T-BENDING MP INDEX,"Plate (플레이트, 판재)","티 벤딩 MP 인덱스 Plate (플레이트, 판재) T-BENDING MP INDEX"
709,밴딩기-(73),Component,0.00,DAEHAN TECH CO. Ltd,Aluminum Alloys,T-BENDING MP INDEX,"Plate (플레이트, 판재)","티 벤딩 MP 인덱스 Plate (플레이트, 판재) T-BENDING MP INDEX"
710,밴딩기-(74),Component,0.00,DAEHAN TECH CO. Ltd,Aluminum Alloys,T-BENDING MP INDEX,"Plate (플레이트, 판재)","티 벤딩 MP 인덱스 Plate (플레이트, 판재) T-BENDING MP INDEX"
711,밴딩기-(75),Component,0.00,DAEHAN TECH CO. Ltd,Aluminum Alloys,T-BENDING MP INDEX,"Plate (플레이트, 판재)","티 벤딩 MP 인덱스 Plate (플레이트, 판재) T-BENDING MP INDEX"
712,밴딩기-(76),Component,0.00,DAEHAN TECH CO. Ltd,Aluminum Alloys,T-BENDING MP INDEX,"Plate (플레이트, 판재)","티 벤딩 MP 인덱스 Plate (플레이트, 판재) T-BENDING MP INDEX"
713,밴딩기-(77),Component,0.00,DAEHAN TECH CO. Ltd,Aluminum Alloys,T-BENDING MP INDEX,"Plate (플레이트, 판재)","티 벤딩 MP 인덱스 Plate (플레이트, 판재) T-BENDING MP INDEX"
714,밴딩기-(78),Component,0.00,DAEHAN TECH CO. Ltd,Aluminum Alloys,T-BENDING MP INDEX,"Plate (플레이트, 판재)","티 벤딩 MP 인덱스 Plate (플레이트, 판재) T-BENDING MP INDEX"
715,밴딩기-(79),Component,0.00,DAEHAN TECH CO. Ltd,Aluminum Alloys,T-BENDING MP INDEX,"Plate (플레이트, 판재)","티 벤딩 MP 인덱스 Plate (플레이트, 판재) T-BENDING MP INDEX"
716,밴딩기-(80),Component,0.00,DAEHAN TECH CO. Ltd,Aluminum Alloys,T-BENDING MP INDEX,"Bracket (브라켓, 지지대)","티 벤딩 MP 인덱스 Bracket (브라켓, 지지대) T-BENDING MP INDEX"
717,밴딩기-(81),Component,0.00,DAEHAN TECH CO. Ltd,Aluminum Alloys,T-BENDING MP INDEX,"Bracket (브라켓, 지지대)","티 벤딩 MP 인덱스 Bracket (브라켓, 지지대) T-BENDING MP INDEX"
718,밴딩기-(82),Component,0.00,DAEHAN TECH CO. Ltd,Aluminum Alloys,T-BENDING MP INDEX,Sensor (센서),티 벤딩 MP 인덱스 Sensor (센서) T-BENDING MP INDEX
719,밴딩기-(83),Component,0.00,DAEHAN TECH CO. Ltd,Aluminum Alloys,T-BENDING MP INDEX,"Block (블록, 덩어리)","티 벤딩 MP 인덱스 Block (블록, 덩어리) T-BENDING MP INDEX"
720,밴딩기-(84),Component,0.00,DAEHAN TECH CO. Ltd,Aluminum Alloys,T-BENDING MP INDEX,"Plate (플레이트, 판재)","티 벤딩 MP 인덱스 Plate (플레이트, 판재) T-BENDING MP INDEX"
721,밴딩기-(85),Component,"336,000.00",DAEHAN TECH CO. Ltd,Aluminum Alloys,T-BENDING MP INSPECTION VISION,"Frame (프레임, 골격, 틀)","티 벤딩 MP 검사 점검 비전 비젼 Frame (프레임, 골격, 틀) T-BENDING MP INSPECTION VISION"
722,밴딩기-(86),Component,"420,000.00",DAEHAN TECH CO. Ltd,Aluminum Alloys,T-BENDING MP INSPECTION VISION,Support ( 지지대 / 서포트),티 벤딩 MP 검사 점검 비전 비젼 Support ( 지지대 / 서포트) T-BENDING MP INSPECTION VISION
723,밴딩기-(87),Component,0.00,DAEHAN TECH CO. Ltd,Structural Steels,T-BENDING MP SIDE VISION,Sensor (센서),티 벤딩 MP SIDE 비전 비젼 Sensor (센서) T-BENDING MP SIDE VISION
